query,method,rank,note_id,title,score,is_relevant
сохранить поля заметок чтобы потом повторить эксперименты,keyword,2,202,Как сохранить прототип модульным #22,0.14743727963209344,False
сохранить поля заметок чтобы потом повторить эксперименты,keyword,3,205,Как сохранить прототип модульным #25,0.1375012243001916,False
сохранить поля заметок чтобы потом повторить эксперименты,keyword,4,100,SQLite для хранения заметок #10,0.1282779472215189,True
сохранить поля заметок чтобы потом повторить эксперименты,keyword,5,188,Как сохранить прототип модульным #8,0.11303850362649874,False
сохранить поля заметок чтобы потом повторить эксперименты,keyword,6,192,Как сохранить прототип модульным #12,0.10570955439264207,False
сохранить поля заметок чтобы потом повторить эксперименты,keyword,7,94,SQLite для хранения заметок #4,0.10331360622139983,True
сохранить поля заметок чтобы потом повторить эксперименты,keyword,8,119,SQLite для хранения заметок #29,0.09811237395901112,True
сохранить поля заметок чтобы потом повторить эксперименты,keyword,9,112,SQLite для хранения заметок #22,0.09719921172732343,True
сохранить поля заметок чтобы потом повторить эксперименты,keyword,10,91,Идея хранения векторного индекса #1,0.07940759958787175,True
сохранить поля заметок чтобы потом повторить эксперименты,semantic,1,65,Организация заметок с помощью меток #5,0.6382390856742859,False
сохранить поля заметок чтобы потом повторить эксперименты,semantic,2,61,Эксперимент с похожестью тегов #1,0.6310018301010132,False
сохранить поля заметок чтобы потом повторить эксперименты,semantic,3,82,Автоматическое тегирование заметок #22,0.615771472454071,False
сохранить поля заметок чтобы потом повторить эксперименты,semantic,4,74,Автоматическое тегирование заметок #14,0.6107603311538696,False
сохранить поля заметок чтобы потом повторить эксперименты,semantic,5,62,Рекомендация top-k тегов #2,0.6053873300552368,False
сохранить поля заметок чтобы потом повторить эксперименты,semantic,6,121,Метрики для экспериментов поиска #1,0.5956726670265198,False
сохранить поля заметок чтобы потом повторить эксперименты,semantic,7,148,Заметка по методологии исследования #28,0.5839825868606567,False
сохранить поля заметок чтобы потом повторить эксперименты,semantic,8,132,Заметка по методологии исследования #12,0.5750641822814941,False
сохранить поля заметок чтобы потом повторить эксперименты,semantic,9,88,Автоматическое тегирование заметок #28,0.5749950408935547,False
сохранить поля заметок чтобы потом повторить эксперименты,semantic,10,79,Эксперимент с похожестью тегов #19,0.5738449692726135,False
метки появляются без ручного ввода,keyword,1,62,Рекомендация top-k тегов #2,0.13543740338867655,True
метки появляются без ручного ввода,keyword,2,86,Рекомендация top-k тегов #26,0.12809133463694686,True
метки появляются без ручного ввода,keyword,3,72,Автоматическое тегирование заметок #12,0.12726881708132978,True
метки появляются без ручного ввода,keyword,4,90,Автоматическое тегирование заметок #30,0.12365263804083046,True
метки появляются без ручного ввода,keyword,5,69,Эксперимент с похожестью тегов #9,0.12365148060780315,True
метки появляются без ручного ввода,keyword,6,73,Эксперимент с похожестью тегов #13,0.11927664283514358,True
метки появляются без ручного ввода,keyword,7,185,Архитектура без переусложнения #5,0.0936757730090232,False
метки появляются без ручного ввода,keyword,8,187,Архитектура без переусложнения #7,0.09268467144363511,False
метки появляются без ручного ввода,keyword,9,194,Архитектура без переусложнения #14,0.08953526221391579,False
метки появляются без ручного ввода,keyword,10,203,Архитектура без переусложнения #23,0.0883031533726058,False
метки появляются без ручного ввода,semantic,1,72,Автоматическое тегирование заметок #12,0.44690775871276855,True
метки появляются без ручного ввода,semantic,2,73,Эксперимент с похожестью тегов #13,0.44482994079589844,True
метки появляются без ручного ввода,semantic,3,89,Организация заметок с помощью меток #29,0.4407985508441925,True
метки появляются без ручного ввода,semantic,4,90,Автоматическое тегирование заметок #30,0.4373894929885864,True
метки появляются без ручного ввода,semantic,5,232,Идея автоматического резюме #22,0.4352269768714905,False
метки появляются без ручного ввода,semantic,6,74,Автоматическое тегирование заметок #14,0.43499642610549927,True
метки появляются без ручного ввода,semantic,7,240,Сжатие длинных исследовательских заметок #30,0.4342462420463562,False
метки появляются без ручного ввода,semantic,8,69,Эксперимент с похожестью тегов #9,0.42879587411880493,True
метки появляются без ручного ввода,semantic,9,78,Автоматическое тегирование заметок #18,0.4263765513896942,True
метки появляются без ручного ввода,semantic,10,225,Идея автоматического резюме #15,0.4171372056007385,False
